,index,predicted_mean,Price
0,2021-12-19,0.00021555308691830095,290.06251039520635
1,2021-12-20,-0.0025928746046394845,289.3104146782446
2,2021-12-21,-0.006530138019194158,287.4211777400054
3,2021-12-22,-0.016202089417501085,282.7643541177784
4,2021-12-23,-0.005118096479850282,281.31713887234105
5,2021-12-24,-0.007629156685680214,279.1709263415167
6,2021-12-25,-0.0038760826161661974,278.0888367669853
